Age	Attrition	BusinessTravel	Department	DistanceFromHome	Education	EnvironmentSatisfaction	Gender	JobInvolvement	JobRole	JobSatisfaction	MaritalStatus	MonthlyIncome	NumCompaniesWorked	OverTime	RelationshipSatisfaction	TotalWorkingYears	TrainingTimesLastYear	WorkLifeBalance	PCA_Years	PCA_Performance_and_Percent
33	1	Travel_Rarely	Sales	5	3	4	Female	3	Sales Representative	3	Single	2851	1	Yes	2	1	2	3	-2.0085850468	-0.7284195206
37	0	Travel_Rarely	Research & Development	10	3	3	Female	3	Laboratory Technician	1	Married	3452	6	No	2	17	3	3	-0.6670789692	2.5848232073
46	0	Non-Travel	Research & Development	7	4	3	Female	3	Manufacturing Director	3	Married	5258	2	No	3	7	2	4	-2.0085850468	-0.5351519103
41	1	Travel_Frequently	Sales	4	3	1	Male	3	Sales Executive	2	Single	9355	1	No	3	8	5	3	1.5471863248	0.2379185311
50	0	Travel_Rarely	Research & Development	10	3	4	Male	2	Healthcare Representative	4	Single	10496	6	No	4	20	2	3	-0.7586511732	-0.3418843
40	1	Travel_Rarely	Sales	22	2	3	Male	2	Sales Executive	3	Married	6380	2	Yes	1	8	6	3	-0.8702267797	-0.921687131
31	0	Travel_Rarely	Research & Development	9	4	3	Male	2	Research Scientist	2	Single	2657	0	Yes	4	3	5	3	-1.0797994639	-0.1486166896
21	1	Travel_Rarely	Sales	12	3	3	Female	4	Sales Representative	2	Single	2716	1	No	4	1	0	3	-2.0085850468	-0.3418843
29	0	Travel_Rarely	Research & Development	23	3	4	Male	3	Research Scientist	4	Single	2201	9	No	4	6	4	3	-1.1296344406	-0.1486166896
35	0	Travel_Rarely	Research & Development	9	4	3	Male	2	Healthcare Representative	2	Single	6540	9	No	3	10	5	3	-1.8671778662	0.4311861414
27	0	Travel_Rarely	Research & Development	1	2	4	Male	3	Laboratory Technician	2	Divorced	3816	1	No	2	5	2	3	-0.8074663384	-1.1149547413
28	0	Travel_Rarely	Sales	9	4	2	Male	3	Sales Executive	4	Single	5253	1	No	4	7	1	3	0.2183343692	-0.1486166896
49	0	Travel_Rarely	Research & Development	7	3	2	Male	2	Healthcare Representative	3	Single	10965	8	No	3	26	2	3	-1.377174307	3.3578936487
51	0	Travel_Rarely	Sales	14	2	3	Female	3	Sales Executive	4	Married	4936	4	No	3	18	2	2	0.5011487306	-1.1149547413
36	0	Travel_Rarely	Research & Development	2	3	4	Female	3	Research Scientist	3	Married	2543	4	No	2	6	3	3	-1.0797994639	-0.7284195206
34	1	Non-Travel	Sales	19	3	1	Male	4	Sales Executive	4	Single	5304	8	Yes	2	9	3	2	-0.8074663384	-0.7284195206
55	0	Travel_Rarely	Research & Development	2	3	3	Female	3	Manager	4	Single	16659	2	Yes	3	30	2	3	-0.67252189	-0.7284195206
24	0	Travel_Rarely	Sales	10	4	4	Female	3	Sales Executive	3	Divorced	4260	1	Yes	4	5	2	4	-0.9498933305	-0.921687131
30	0	Travel_Rarely	Sales	2	1	3	Male	3	Sales Representative	2	Married	2476	1	No	1	1	3	3	-2.0085850468	0.2379185311
26	1	Travel_Frequently	Research & Development	3	1	3	Male	3	Research Scientist	1	Single	3102	0	No	3	7	2	3	-0.4375028825	2.971358428
22	0	Travel_Rarely	Research & Development	11	3	1	Female	3	Research Scientist	2	Married	2244	1	No	4	2	1	3	-1.3581907159	-0.7284195206
36	0	Travel_Rarely	Sales	2	2	2	Male	2	Sales Executive	3	Married	7596	1	No	2	10	2	3	1.2812780731	-0.7284195206
30	1	Travel_Frequently	Research & Development	4	3	3	Male	3	Research Scientist	4	Single	2285	9	Yes	3	3	4	3	-2.0085850468	3.1646260383
37	0	Travel_Rarely	Research & Development	14	3	4	Female	3	Laboratory Technician	1	Divorced	3034	1	No	3	18	2	2	4.5278675494	-0.921687131
40	0	Travel_Rarely	Sales	2	2	4	Female	3	Sales Executive	2	Divorced	5715	7	No	3	8	5	3	-0.5300948979	-0.921687131
42	0	Travel_Rarely	Research & Development	1	4	2	Female	3	Laboratory Technician	1	Divorced	2576	3	No	2	8	5	3	-0.9553362513	-0.1486166896
37	0	Travel_Rarely	Research & Development	10	4	3	Male	3	Manufacturing Director	2	Single	4197	2	Yes	4	18	2	2	-1.8661580547	-0.921687131
43	0	Travel_Rarely	Research & Development	12	3	1	Male	2	Research Director	2	Divorced	14336	1	No	3	25	3	3	3.1898601743	-1.1149547413
40	0	Travel_Rarely	Research & Development	2	3	2	Female	2	Laboratory Technician	3	Married	3448	6	No	2	20	3	3	-2.0085850468	2.971358428
54	0	Travel_Rarely	Research & Development	5	2	1	Male	3	Research Director	1	Married	19406	4	No	3	24	4	2	-1.042485346	-1.1149547413
34	0	Non-Travel	Sales	4	4	3	Female	3	Sales Executive	3	Married	6538	9	No	1	6	3	3	-1.1296344406	-0.3418843
31	0	Travel_Rarely	Research & Development	7	2	2	Female	3	Manufacturing Director	1	Married	4306	1	No	2	13	5	1	2.5713520151	-0.921687131
43	0	Travel_Frequently	Research & Development	21	3	4	Male	3	Laboratory Technician	4	Married	2258	7	No	1	8	1	3	-1.1296344406	2.5848232073
43	0	Travel_Rarely	Research & Development	8	4	3	Female	3	Healthcare Representative	3	Divorced	4522	4	Yes	4	8	3	3	-1.0923203227	-0.5351519103
25	0	Travel_Rarely	Sales	4	2	2	Female	2	Sales Executive	4	Single	4487	1	Yes	2	5	3	3	-0.5300948979	-1.1149547413
37	0	Non-Travel	Research & Development	25	5	2	Female	3	Research Scientist	3	Married	4449	3	Yes	1	15	2	3	2.9595127347	-0.3418843
31	0	Travel_Rarely	Research & Development	1	2	4	Male	2	Laboratory Technician	1	Married	2218	1	No	3	4	3	3	-0.7685172032	-0.921687131
39	0	Travel_Frequently	Research & Development	1	1	2	Male	3	Manager	3	Divorced	19197	1	Yes	3	21	3	3	1.8572003153	-0.5351519103
56	0	Travel_Frequently	Sales	6	3	3	Female	4	Sales Executive	1	Married	13212	9	No	4	36	0	2	1.4600372301	-1.1149547413
30	0	Travel_Rarely	Sales	12	3	2	Female	3	Sales Executive	3	Single	6577	0	No	2	6	6	3	0.0232843084	-1.1149547413
41	0	Travel_Rarely	Sales	1	3	2	Male	4	Sales Executive	1	Married	8392	1	No	3	10	2	3	0.7625960145	-0.1486166896
28	0	Travel_Rarely	Research & Development	17	2	3	Male	3	Laboratory Technician	1	Divorced	4558	1	No	4	10	2	3	0.0521568134	-0.921687131
25	1	Travel_Rarely	Research & Development	3	3	1	Male	3	Laboratory Technician	1	Married	4031	5	No	3	6	5	3	-1.3537676066	-0.7284195206
52	0	Travel_Rarely	Research & Development	3	3	4	Male	2	Manufacturing Director	3	Married	7969	2	Yes	3	28	4	3	-0.5246519771	-0.5351519103
45	0	Travel_Rarely	Research & Development	10	2	1	Male	3	Research Scientist	4	Married	2654	3	No	4	8	3	2	-1.3537676066	2.7780908176
52	0	Travel_Rarely	Research & Development	4	2	4	Female	3	Manager	4	Married	16555	2	No	4	31	2	1	-0.670482267	-0.7284195206
42	0	Travel_Frequently	Research & Development	29	2	1	Female	3	Research Scientist	3	Divorced	4556	2	No	2	19	3	3	-0.8095059614	-1.1149547413
30	0	Travel_Rarely	Research & Development	2	3	3	Female	1	Manufacturing Director	4	Single	6091	2	No	3	11	2	3	-0.8095059614	2.5848232073
60	0	Travel_Rarely	Research & Development	7	3	1	Female	3	Manager	1	Married	19566	5	No	4	33	5	1	4.4939417547	-1.1149547413
46	0	Travel_Rarely	Research & Development	18	3	3	Female	3	Manufacturing Director	3	Divorced	4810	2	No	3	19	5	2	0.9050230066	-0.5351519103
42	0	Travel_Frequently	Research & Development	28	4	4	Female	2	Healthcare Representative	4	Married	4523	0	No	4	7	4	4	-0.2960957018	-1.1149547413
24	1	Travel_Rarely	Sales	1	1	1	Female	3	Sales Representative	2	Single	3202	1	Yes	2	6	4	3	-0.5290750864	-0.1486166896
34	1	Travel_Frequently	Sales	6	2	4	Female	1	Sales Representative	3	Divorced	2351	0	No	4	3	3	2	-1.5016375195	-0.1486166896
38	0	Travel_Frequently	Research & Development	2	2	4	Male	3	Laboratory Technician	4	Married	1702	1	Yes	3	1	3	3	-2.0085850468	3.1646260383
40	0	Travel_Rarely	Sales	2	4	3	Female	3	Manager	3	Married	18041	0	No	4	21	2	3	3.6144634381	-0.5351519103
26	0	Travel_Rarely	Research & Development	23	3	1	Female	3	Research Scientist	4	Divorced	2886	1	No	2	3	3	1	-1.266618512	2.971358428
30	0	Non-Travel	Research & Development	3	3	3	Male	3	Laboratory Technician	4	Married	2097	4	No	3	9	3	1	-0.5290750864	-0.3418843
29	0	Travel_Rarely	Research & Development	3	4	2	Male	2	Research Director	3	Married	11935	1	No	3	10	2	3	0.0555601112	0.2379185311
29	1	Travel_Rarely	Research & Development	25	5	3	Female	2	Research Scientist	2	Married	2546	5	No	2	6	2	4	-1.3592105274	-0.1486166896
19	1	Travel_Rarely	Human Resources	2	2	1	Male	2	Human Resources	4	Single	2564	1	No	3	1	3	4	-2.0085850468	-0.921687131
30	0	Non-Travel	Sales	22	4	3	Female	3	Sales Executive	1	Married	8412	0	No	3	10	3	3	1.9181695922	-1.1149547413
57	0	Travel_Rarely	Sales	29	3	1	Male	2	Manager	4	Divorced	14118	3	No	3	32	3	2	-2.0085850468	-0.921687131
50	0	Travel_Rarely	Research & Development	29	4	2	Male	2	Manager	3	Married	17046	0	No	2	28	2	3	4.7231132357	-0.3418843
30	0	Non-Travel	Research & Development	2	3	3	Female	3	Laboratory Technician	4	Single	2564	0	No	3	12	2	2	1.6716495373	-0.5351519103
60	0	Travel_Frequently	Sales	28	3	3	Female	2	Sales Executive	1	Married	10266	4	No	4	22	5	4	4.6587327518	0.4311861414
47	0	Travel_Rarely	Research & Development	2	2	1	Female	3	Manufacturing Director	4	Divorced	5070	5	No	3	20	2	3	-1.0902806997	-0.7284195206
46	0	Travel_Rarely	Research & Development	2	3	1	Male	3	Research Director	3	Married	17861	6	No	3	26	2	1	-1.4090455041	-0.7284195206
35	0	Travel_Rarely	Research & Development	22	3	4	Male	1	Laboratory Technician	3	Single	4230	0	No	3	6	2	3	-0.1191426838	-0.3418843
54	0	Travel_Rarely	Research & Development	8	4	3	Female	3	Laboratory Technician	3	Single	3780	7	No	3	19	3	3	-2.0085850468	-1.1149547413
34	0	Travel_Rarely	Research & Development	2	4	4	Male	2	Research Scientist	3	Divorced	2768	3	No	3	14	3	3	0.6204403648	-0.921687131
46	0	Travel_Rarely	Sales	10	3	3	Female	2	Sales Executive	4	Married	9071	2	Yes	3	15	3	3	-1.1296344406	0.4311861414
31	0	Travel_Rarely	Research & Development	9	1	3	Male	3	Manufacturing Director	2	Divorced	10648	1	No	4	13	6	4	1.3078774712	3.551161259
33	1	Travel_Rarely	Research & Development	15	1	2	Male	3	Manager	3	Married	13610	7	Yes	4	15	2	4	1.3186300495	-0.921687131
33	1	Travel_Rarely	Research & Development	10	1	1	Male	1	Laboratory Technician	4	Divorced	3408	7	No	1	8	2	3	-0.7586511732	-0.7284195206
30	0	Travel_Rarely	Sales	7	1	4	Male	3	Sales Representative	2	Single	2983	0	No	1	4	3	3	-1.1296344406	-0.5351519103
35	0	Travel_Rarely	Research & Development	16	3	4	Male	3	Healthcare Representative	3	Married	7632	4	Yes	3	10	2	3	-0.4086911198	-0.921687131
31	1	Travel_Frequently	Research & Development	20	3	1	Male	3	Healthcare Representative	3	Married	9824	3	No	1	12	2	3	-2.0085850468	-0.921687131
34	1	Travel_Frequently	Human Resources	23	3	2	Female	3	Human Resources	1	Divorced	9950	9	Yes	3	11	2	3	-1.266618512	-0.3418843
42	0	Travel_Frequently	Research & Development	5	2	2	Male	3	Laboratory Technician	3	Married	2093	4	No	4	8	4	3	-1.3646534481	0.0446509207
36	0	Non-Travel	Sales	10	4	2	Male	3	Sales Executive	4	Single	9980	1	No	4	10	3	2	1.4298239342	-0.5351519103
22	1	Travel_Frequently	Research & Development	4	1	3	Male	2	Laboratory Technician	3	Single	3894	5	No	3	4	3	3	-1.2167835352	-0.1486166896
48	0	Travel_Rarely	Sales	2	5	2	Female	3	Sales Executive	4	Married	4051	2	No	1	14	2	3	1.497351348	-0.5351519103
55	0	Travel_Rarely	Sales	18	5	1	Female	3	Manager	2	Single	16835	3	No	4	37	2	3	2.0042988753	3.1646260383
41	0	Non-Travel	Sales	10	2	4	Male	3	Sales Executive	4	Single	6230	7	No	4	16	3	3	1.1098287182	-0.5351519103
35	0	Travel_Rarely	Sales	1	3	2	Male	3	Sales Executive	3	Married	4717	9	No	3	15	2	3	2.2393178829	-1.1149547413
40	0	Travel_Rarely	Research & Development	6	3	2	Female	3	Manufacturing Director	3	Single	13237	7	No	3	22	3	3	3.0321620899	-0.3418843
39	0	Travel_Frequently	Research & Development	8	1	3	Female	3	Laboratory Technician	3	Married	3755	1	No	1	8	3	3	0.0226691026	-1.1149547413
31	0	Travel_Rarely	Sales	2	1	2	Male	3	Sales Executive	4	Single	6582	4	Yes	3	10	2	4	-0.1536687097	-0.7284195206
42	0	Travel_Rarely	Research & Development	24	3	4	Male	3	Manufacturing Director	1	Married	7406	1	Yes	4	10	5	2	1.8727577247	2.7780908176
45	0	Travel_Rarely	Sales	2	3	4	Male	3	Sales Executive	2	Married	4805	0	No	2	9	3	4	0.9992500393	0.4311861414
26	1	Travel_Frequently	Human Resources	17	4	2	Female	3	Human Resources	3	Divorced	2741	0	Yes	2	8	2	2	-0.3588561431	-1.1149547413
29	0	Travel_Rarely	Research & Development	19	3	4	Male	3	Manufacturing Director	4	Divorced	4262	4	No	2	8	2	4	-1.1296344406	-0.921687131
33	0	Travel_Rarely	Research & Development	1	5	1	Female	4	Research Director	3	Divorced	16184	4	No	3	10	2	3	-0.7192974323	0.4311861414
31	0	Travel_Rarely	Sales	7	3	3	Male	2	Manager	4	Divorced	11557	9	No	3	10	3	2	-0.9519329535	2.7780908176
18	1	Travel_Frequently	Sales	5	3	2	Male	3	Sales Representative	2	Single	1878	1	Yes	4	0	3	3	-2.0957341415	-0.5351519103
40	0	Non-Travel	Sales	28	3	3	Male	1	Sales Executive	1	Divorced	10932	3	No	3	20	2	3	-1.8661580547	-0.3418843
41	0	Non-Travel	Research & Development	2	4	1	Female	2	Healthcare Representative	3	Single	6811	2	Yes	1	10	3	3	0.5882978252	0.0446509207
26	0	Travel_Rarely	Sales	29	2	1	Male	3	Sales Executive	3	Divorced	4306	5	No	1	8	5	3	-2.0957341415	-0.921687131
35	0	Travel_Rarely	Sales	1	3	1	Female	3	Sales Executive	3	Single	4859	1	No	4	5	3	3	-0.6670789692	-0.1486166896
34	0	Travel_Rarely	Sales	21	4	4	Male	4	Sales Executive	4	Single	5337	1	No	4	10	3	3	1.4475163713	-0.921687131
26	1	Travel_Rarely	Research & Development	24	3	3	Male	1	Laboratory Technician	4	Single	2340	1	Yes	2	1	3	1	-2.0085850468	0.2379185311
37	0	Travel_Rarely	Research & Development	1	3	2	Female	3	Manufacturing Director	4	Single	7491	4	No	4	12	3	4	-0.4439656147	0.0446509207
46	0	Travel_Frequently	Research & Development	18	1	1	Female	3	Healthcare Representative	3	Married	10527	5	No	4	28	3	2	-1.2167835352	-1.1149547413
41	0	Travel_Rarely	Sales	2	5	2	Female	3	Manager	1	Married	16595	7	No	2	22	2	3	4.3817051746	-0.1486166896
37	0	Non-Travel	Sales	9	4	1	Male	3	Sales Executive	2	Divorced	8834	1	No	4	9	6	3	1.3515210581	-0.7284195206
52	0	Travel_Rarely	Research & Development	6	2	4	Male	3	Research Scientist	1	Divorced	5577	3	Yes	2	18	3	3	2.1521687883	-0.921687131
32	1	Non-Travel	Sales	11	4	4	Male	4	Sales Executive	3	Married	4707	8	No	4	6	2	3	-1.042485346	-0.921687131
24	0	Travel_Frequently	Sales	24	3	4	Male	3	Sales Representative	4	Married	2400	0	No	3	3	3	3	-1.222226456	-0.7284195206
38	0	Travel_Rarely	Research & Development	10	3	3	Female	3	Healthcare Representative	3	Married	9824	3	No	3	18	4	3	-2.0085850468	0.4311861414
37	0	Travel_Rarely	Research & Development	1	4	2	Female	3	Manufacturing Director	2	Married	6447	6	No	2	8	2	2	0.1094135915	-0.921687131
49	0	Travel_Rarely	Research & Development	18	4	4	Male	2	Research Director	3	Divorced	19502	1	Yes	3	31	5	3	3.1603953474	0.0446509207
24	0	Travel_Rarely	Research & Development	23	3	2	Male	4	Research Scientist	4	Married	2725	1	Yes	2	6	3	3	-0.1591116304	-1.1149547413
26	0	Travel_Rarely	Sales	28	2	1	Male	3	Sales Executive	2	Married	6272	1	No	4	6	5	4	-0.5290750864	2.5848232073
24	0	Travel_Rarely	Research & Development	17	2	4	Male	2	Laboratory Technician	2	Married	2127	1	No	4	1	2	3	-2.0085850468	2.7780908176
50	0	Travel_Frequently	Human Resources	3	3	1	Male	3	Manager	2	Married	18200	1	No	3	32	2	3	3.7669024488	-1.1149547413
25	0	Travel_Rarely	Sales	13	1	2	Male	3	Sales Representative	3	Married	2096	1	No	3	7	1	3	-0.0654998035	-1.1149547413
24	1	Travel_Frequently	Research & Development	7	3	1	Female	3	Laboratory Technician	3	Married	2886	1	Yes	4	6	4	3	-0.726779976	-0.1486166896
30	1	Travel_Frequently	Sales	12	4	2	Male	2	Sales Representative	1	Married	2033	1	No	3	1	2	4	-2.0085850468	0.2379185311
34	0	Travel_Rarely	Research & Development	1	2	2	Male	2	Research Scientist	4	Married	3622	1	Yes	4	6	3	3	-0.3015386226	-0.7284195206
31	1	Travel_Rarely	Sales	13	4	2	Male	3	Sales Executive	1	Divorced	4233	2	No	3	9	2	1	-1.2710416212	0.0446509207
35	0	Travel_Rarely	Research & Development	25	2	1	Male	2	Laboratory Technician	4	Single	3681	4	No	4	9	3	3	-1.266618512	-0.5351519103
31	0	Travel_Rarely	Sales	6	4	1	Male	4	Sales Executive	4	Divorced	5460	4	No	4	13	4	4	1.1860690874	2.971358428
27	0	Travel_Rarely	Research & Development	6	4	1	Female	2	Research Scientist	3	Divorced	2187	0	No	3	6	5	2	-0.8084861499	-0.921687131
37	0	Travel_Rarely	Sales	2	3	4	Male	3	Sales Executive	3	Married	9602	4	Yes	3	17	3	2	-1.6973027862	-1.1149547413
20	0	Travel_Rarely	Research & Development	1	3	4	Female	2	Research Scientist	2	Single	2836	1	No	4	1	0	4	-2.0085850468	-0.7284195206
42	0	Travel_Rarely	Research & Development	2	4	3	Female	3	Healthcare Representative	4	Married	4089	1	No	2	10	4	3	-0.3826067068	-0.7284195206
43	0	Travel_Rarely	Research & Development	6	4	2	Male	2	Research Director	4	Divorced	16627	4	Yes	3	21	3	2	-2.0085850468	-0.5351519103
38	0	Travel_Rarely	Research & Development	1	1	3	Female	3	Research Scientist	1	Single	2619	3	No	4	8	3	2	-2.0957341415	0.0446509207
43	0	Travel_Frequently	Research & Development	9	5	4	Male	3	Laboratory Technician	3	Divorced	5679	3	Yes	2	10	3	3	1.1362341107	-0.7284195206
48	0	Travel_Rarely	Research & Development	1	4	4	Female	2	Manager	1	Married	15402	7	No	1	21	3	1	-1.266618512	-1.1149547413
44	0	Travel_Rarely	Human Resources	1	4	1	Female	2	Human Resources	3	Single	5985	4	No	2	10	1	4	-1.3537676066	-1.1149547413
34	0	Travel_Rarely	Sales	14	3	3	Female	3	Sales Representative	3	Divorced	2579	1	Yes	4	8	3	3	-0.2611650702	0.2379185311
27	1	Travel_Rarely	Sales	2	1	3	Male	3	Sales Representative	1	Divorced	3041	0	No	2	5	3	3	-1.0380622367	-1.1149547413
21	0	Travel_Rarely	Sales	22	1	3	Male	3	Sales Representative	3	Single	3447	1	No	3	3	2	3	-1.1296344406	-1.1149547413
44	0	Travel_Rarely	Research & Development	3	4	4	Male	3	Manager	4	Married	19513	4	Yes	1	26	2	4	-1.4961945987	-0.921687131
22	0	Travel_Rarely	Research & Development	6	1	1	Male	3	Research Scientist	3	Married	2773	0	No	4	3	3	3	-1.0797994639	2.5848232073
33	0	Travel_Rarely	Sales	8	4	3	Male	3	Sales Executive	3	Divorced	7104	0	No	4	6	3	3	-1.2381506126	-0.921687131
32	0	Travel_Rarely	Research & Development	9	4	1	Female	3	Research Scientist	4	Married	6322	1	Yes	4	6	2	2	-0.2950758903	-0.921687131
30	0	Travel_Frequently	Research & Development	3	3	3	Female	3	Research Scientist	3	Divorced	2083	1	No	3	1	2	3	-2.0085850468	2.5848232073
53	0	Travel_Rarely	Sales	1	1	4	Female	3	Sales Executive	1	Single	8381	7	No	4	18	2	4	2.6343459404	2.5848232073
34	0	Travel_Rarely	Research & Development	1	5	2	Male	3	Research Scientist	4	Married	2691	1	No	4	10	4	2	2.2837099388	-0.921687131
45	1	Travel_Frequently	Sales	26	4	1	Female	3	Sales Executive	1	Married	4286	2	No	4	5	4	3	-1.8671778662	-0.5351519103
26	0	Travel_Rarely	Research & Development	6	3	3	Female	3	Laboratory Technician	4	Married	2659	1	Yes	3	3	2	3	-1.266618512	-0.7284195206
37	0	Travel_Rarely	Research & Development	3	3	3	Male	3	Manufacturing Director	3	Married	9434	1	No	3	10	2	3	1.8639115062	-0.3418843
29	0	Travel_Rarely	Sales	3	2	2	Female	3	Sales Executive	3	Married	5561	1	No	1	6	5	2	-1.151001518	-0.5351519103
35	0	Travel_Rarely	Research & Development	6	4	2	Male	1	Research Scientist	4	Single	6646	1	No	2	17	3	3	3.5875201767	-0.7284195206
33	0	Travel_Frequently	Research & Development	6	3	3	Male	3	Healthcare Representative	4	Divorced	7725	3	No	3	15	2	1	2.1376083064	3.1646260383
54	0	Travel_Rarely	Human Resources	19	4	3	Male	3	Human Resources	2	Married	10725	2	No	3	16	1	4	0.7797734665	-0.3418843
36	0	Travel_Rarely	Research & Development	9	2	2	Male	2	Manufacturing Director	2	Divorced	8847	2	Yes	3	13	2	3	-1.266618512	-1.1149547413
27	0	Travel_Rarely	Research & Development	3	4	1	Male	2	Research Scientist	4	Single	2045	0	No	4	5	0	3	-1.1849123381	-0.7284195206
20	1	Travel_Rarely	Research & Development	10	1	4	Male	3	Research Scientist	3	Single	1009	1	Yes	4	1	5	3	-1.7291739833	-1.1149547413
33	1	Travel_Frequently	Research & Development	3	3	1	Male	3	Research Scientist	1	Single	3348	1	Yes	1	10	3	3	2.1368598374	-1.1149547413
35	0	Non-Travel	Research & Development	3	3	3	Male	2	Laboratory Technician	3	Married	1281	1	No	3	1	3	3	-2.0085850468	0.2379185311
23	0	Travel_Rarely	Research & Development	4	3	1	Male	4	Research Scientist	1	Married	2819	2	No	1	5	3	4	-1.266618512	-0.1486166896
25	0	Travel_Rarely	Sales	8	3	4	Male	4	Sales Executive	2	Married	4851	0	No	3	4	4	3	-1.1296344406	2.971358428
38	0	Travel_Rarely	Sales	7	4	4	Female	2	Sales Executive	4	Single	4028	0	No	1	8	2	3	0.2162947463	2.5848232073
29	0	Travel_Frequently	Research & Development	1	4	2	Male	1	Research Scientist	4	Divorced	2720	1	No	4	10	5	3	1.1789911493	0.2379185311
48	0	Travel_Rarely	Sales	2	1	2	Male	4	Sales Executive	2	Married	8120	3	No	4	12	3	3	-1.0797994639	-0.921687131
27	0	Travel_Frequently	Sales	3	1	4	Female	4	Sales Executive	4	Divorced	4647	1	Yes	2	6	3	3	-0.2960957018	2.5848232073
37	0	Travel_Rarely	Research & Development	10	2	4	Male	4	Research Scientist	4	Single	4680	3	No	1	4	2	3	-2.0085850468	0.0446509207
50	0	Travel_Rarely	Research & Development	28	1	4	Male	4	Laboratory Technician	3	Married	3221	1	Yes	3	20	3	3	2.3288733477	-1.1149547413
34	0	Travel_Rarely	Research & Development	9	3	4	Female	2	Healthcare Representative	2	Single	8621	1	No	2	9	3	4	1.5471863248	-0.5351519103
24	1	Travel_Rarely	Sales	3	2	1	Female	3	Sales Executive	3	Single	4577	9	No	1	4	3	3	-1.3646534481	-0.5351519103
39	0	Travel_Rarely	Research & Development	2	4	4	Female	2	Healthcare Representative	3	Single	4553	1	No	1	20	4	3	3.5681927223	-1.1149547413
32	0	Travel_Rarely	Sales	10	3	4	Male	3	Sales Executive	4	Single	5396	1	No	4	10	2	2	0.9050230066	-0.921687131
50	1	Travel_Frequently	Sales	8	2	2	Male	3	Sales Executive	3	Married	6796	3	Yes	1	18	4	3	-0.7586511732	-0.5351519103
38	0	Travel_Rarely	Research & Development	1	4	2	Female	4	Healthcare Representative	4	Single	7625	0	No	3	10	4	2	0.9548579833	-0.7284195206
27	0	Travel_Rarely	Research & Development	1	2	3	Female	3	Manufacturing Director	1	Married	7412	1	No	4	9	3	3	0.6754469198	-1.1149547413
32	0	Travel_Rarely	Research & Development	3	2	3	Female	3	Research Director	4	Single	11159	3	No	4	10	6	3	1.4600372301	-0.3418843
47	0	Travel_Rarely	Sales	14	4	4	Male	3	Sales Executive	1	Single	4960	2	No	4	20	2	3	0.6381328019	-0.921687131
40	0	Travel_Frequently	Sales	5	4	4	Male	2	Sales Executive	1	Married	10475	5	Yes	3	20	2	3	3.1573508875	2.7780908176
53	0	Travel_Rarely	Research & Development	7	3	3	Male	4	Research Director	3	Married	14814	3	No	3	32	3	3	-0.9543164398	0.4311861414
41	0	Travel_Rarely	Human Resources	10	4	2	Male	2	Manager	4	Divorced	19141	3	No	2	23	2	2	3.0812107391	-0.3418843
60	0	Travel_Rarely	Sales	16	4	1	Male	3	Sales Executive	1	Single	5405	8	No	4	10	1	3	-1.0797994639	-0.5351519103
27	0	Travel_Frequently	Research & Development	10	2	4	Male	3	Manufacturing Director	1	Divorced	8793	1	No	3	9	4	2	0.8124309912	2.7780908176
41	0	Travel_Rarely	Human Resources	1	3	4	Male	2	Manager	3	Married	19189	1	No	2	22	3	3	2.5096342693	-0.921687131
50	0	Travel_Rarely	Sales	8	4	4	Male	3	Sales Representative	2	Married	3875	7	No	4	4	2	3	-1.0797994639	-0.3418843
28	1	Travel_Rarely	Research & Development	1	2	1	Female	1	Research Scientist	2	Single	2216	7	Yes	4	10	4	3	0.9121009447	-0.7284195206
36	0	Non-Travel	Research & Development	8	3	1	Female	4	Research Director	1	Married	11713	9	No	1	10	2	3	0.3034438409	-0.5351519103
38	0	Travel_Rarely	Research & Development	1	3	3	Female	3	Manufacturing Director	3	Single	7861	4	Yes	4	10	4	4	-2.0085850468	-0.5351519103
44	0	Non-Travel	Research & Development	24	3	1	Male	1	Laboratory Technician	3	Single	3708	2	No	3	9	5	3	-0.670482267	-0.5351519103
47	0	Travel_Frequently	Sales	3	3	4	Female	3	Sales Executive	3	Divorced	13770	9	Yes	4	28	2	2	3.4627359847	-0.921687131
30	0	Travel_Rarely	Sales	27	5	3	Male	3	Sales Executive	4	Divorced	5304	7	No	4	10	2	2	1.5471863248	3.1646260383
29	0	Travel_Rarely	Sales	10	3	3	Male	3	Sales Representative	3	Single	2642	1	No	3	1	6	3	-2.0085850468	-1.1149547413
42	1	Travel_Frequently	Research & Development	19	3	3	Male	4	Research Scientist	3	Divorced	2759	6	Yes	4	7	2	3	-1.0797994639	-0.921687131
43	0	Travel_Frequently	Sales	15	3	4	Male	2	Sales Executive	4	Married	6804	3	No	3	7	5	3	-1.0797994639	0.2379185311
34	0	Travel_Rarely	Research & Development	8	2	2	Female	3	Healthcare Representative	3	Single	6142	3	No	4	10	2	3	-0.5433642257	-1.1149547413
23	0	Travel_Rarely	Research & Development	9	1	2	Male	3	Laboratory Technician	1	Married	2500	1	No	4	5	2	4	-1.0380622367	-0.5351519103
39	0	Travel_Rarely	Human Resources	3	3	3	Female	4	Human Resources	2	Married	6389	9	No	3	12	3	1	0.2911943245	-0.3418843
56	0	Travel_Rarely	Research & Development	9	3	3	Male	3	Healthcare Representative	4	Married	11103	7	No	3	30	1	2	0.045018133	-1.1149547413
40	0	Travel_Rarely	Research & Development	2	1	4	Female	2	Research Scientist	4	Single	2342	0	Yes	4	5	2	2	-0.7630742825	2.5848232073
